candidate_store_id,source_store_id,store_name,brand,sido,sigungu,admin_dong,legal_dong,road_address,jibun_address,address,longitude,latitude,biz_l1,biz_l2,biz_l3,ksic_name
GS_CONV_0053,MA010120220813859714,세븐일레븐강서화곡,세븐일레븐,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 등촌로13다길 32-18,서울특별시 강서구 화곡동 826-13,서울특별시 강서구 등촌로13다길 32-18,126.858831181314,37.5355401857098,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0054,MA010120220813356964,세븐강서등촌로얄점,세븐일레븐,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 공항대로41길 76,서울특별시 강서구 등촌동 698,서울특별시 강서구 공항대로41길 76,126.846819938046,37.5609603877217,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0055,MA010120220812901356,세븐화곡푸른점,세븐일레븐,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 강서로45다길 69,서울특별시 강서구 화곡동 1014-15,서울특별시 강서구 강서로45다길 69,126.835141069294,37.5448798801838,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0056,MA010120220804547006,씨유KBS스포츠월드점,CU,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 공항대로 376,서울특별시 강서구 화곡동 1093-76,서울특별시 강서구 공항대로 376,126.847190508854,37.5568523248636,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0057,MA010120220806481432,지에스25방화상춘점,GS25,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로19길 26,서울특별시 강서구 방화동 813-3,서울특별시 강서구 금낭화로19길 26,126.81062014991,37.5760806175539,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0058,MA010120220800544069,세븐발산제일점주,세븐일레븐,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 우장산로 31,서울특별시 강서구 내발산동 663-10,서울특별시 강서구 우장산로 31,126.840597277876,37.5545550760625,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0059,MA010120220805212919,씨유우장산,CU,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 공항대로38길 80,서울특별시 강서구 내발산동 658,서울특별시 강서구 공항대로38길 80,126.842052113841,37.5569626923889,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0060,MA010120220805257031,씨유등촌5단지점,CU,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로62길 98,서울특별시 강서구 등촌동 695-1,서울특별시 강서구 강서로62길 98,126.845007506994,37.5616968389793,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0061,MA010120220813364445,GS25개화산역점,GS25,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 양천로 25,서울특별시 강서구 방화동 495-18,서울특별시 강서구 양천로 25,126.806598548039,37.5728034913695,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0062,MA010120220800543845,세븐S방화역점주,세븐일레븐,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 136,서울특별시 강서구 방화동 830-1,서울특별시 강서구 금낭화로 136,126.813005576841,37.5773548205819,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0063,MA010120220800543982,세븐롯데스카이파크점주,세븐일레븐,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 하늘길 38,서울특별시 강서구 방화동 882-1,서울특별시 강서구 하늘길 38,126.802957316013,37.5713648899321,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0064,MA010120220804787073,씨유염창로보점,CU,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로71길 19,서울특별시 강서구 염창동 280-1,서울특별시 강서구 공항대로71길 19,126.87210381154,37.5482413736945,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0065,MA010120220800502422,이마트24방화역점,이마트24,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 136,서울특별시 강서구 방화동 830-1,서울특별시 강서구 금낭화로 136,126.813005576841,37.5773548205819,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0066,MA010120220800840185,GS25강서,GS25,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로 392-11,서울특별시 강서구 등촌동 678-13,서울특별시 강서구 강서로 392-11,126.839757832283,37.5607618049444,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0067,MA010120220806828861,지에스25마곡9단지점,GS25,서울특별시,강서구,공항동,마곡동,서울특별시 강서구 공항대로 103,서울특별시 강서구 마곡동 744,서울특별시 강서구 공항대로 103,126.819177848057,37.5622637721853,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0068,MA010120220803371305,씨유마곡,CU,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 양천로30길 77,서울특별시 강서구 마곡동 716,서울특별시 강서구 양천로30길 77,126.823222578014,37.5701175630973,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0069,MA010120220808476871,지에스25방화온누리점,GS25,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 개화동로27길 16,서울특별시 강서구 방화동 613-21,서울특별시 강서구 개화동로27길 16,126.807469735363,37.5641823996344,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0070,MA010120220800515166,GS25화곡,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로44가길 43,서울특별시 강서구 화곡동 981-15,서울특별시 강서구 화곡로44가길 43,126.848495205742,37.5496910787971,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0071,MA010120220811883284,지에스25강서메디칼점,GS25,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 양천로 556,서울특별시 강서구 등촌동 630-12,서울특별시 강서구 양천로 556,126.860724510114,37.5578061016918,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0072,MA010120220809694035,GS25강서,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 까치산로 193,서울특별시 강서구 화곡동 1114,서울특별시 강서구 까치산로 193,126.854110232769,37.5544373961936,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0073,MA010120220813493875,GS25화곡,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 322,서울특별시 강서구 화곡동 1117-16,서울특별시 강서구 화곡로 322,126.850628292491,37.5525589685477,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0074,MA010120220809726018,미니스톱등촌우리점,미니스톱,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로39마길 24,서울특별시 강서구 등촌동 518-24,서울특별시 강서구 등촌로39마길 24,126.858855939745,37.546415275017,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0075,MA010120220805514742,씨유송정역점,CU,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로 43,서울특별시 강서구 공항동 27-1,서울특별시 강서구 공항대로 43,126.812162374993,37.5615049930147,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0076,MA010120220808144354,씨유화곡보리점,CU,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로51길 13,서울특별시 강서구 화곡동 986-1,서울특별시 강서구 화곡로51길 13,126.847350721663,37.5504374328194,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0077,MA010120220813563760,이마트24강서,이마트24,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로10길 19,서울특별시 강서구 화곡동 897-2,서울특별시 강서구 강서로10길 19,126.84891892811,37.5303832091132,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0078,MA010120220810118875,지에스25강서,GS25,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로56나길 110,서울특별시 강서구 등촌동 691-3,서울특별시 강서구 강서로56나길 110,126.842841900325,37.5635139874367,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0079,MA010120220809657950,세븐강서마곡점,세븐일레븐,서울특별시,강서구,방화1동,마곡동,서울특별시 강서구 마곡서1로 146,서울특별시 강서구 마곡동 735,서울특별시 강서구 마곡서1로 146,126.82141453418,37.5688264199453,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0080,MA010120220804614797,지에스25가양8단지점,GS25,서울특별시,강서구,가양3동,가양동,서울특별시 강서구 허준로 176,서울특별시 강서구 가양동 1482,서울특별시 강서구 허준로 176,126.856800823923,37.5618649011632,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0081,MA010120220809681363,씨유소나무공원점,CU,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 까치산로15길 17,서울특별시 강서구 화곡동 26-8,서울특별시 강서구 까치산로15길 17,126.847267230627,37.5469865031114,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0082,MA010120220812726617,이마트24마곡일성점,이마트24,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙로 161-22,서울특별시 강서구 마곡동 758-2,서울특별시 강서구 마곡중앙로 161-22,126.825784227207,37.5686437402454,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0083,MA010120220800543724,세븐화곡５호점주,세븐일레븐,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로17길 62,서울특별시 강서구 화곡동 353-55,서울특별시 강서구 강서로17길 62,126.842386257338,37.5326451924419,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0084,MA010120220800505077,인더라인25,기타/미분류,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로5나길 72,서울특별시 강서구 화곡동 913-2,서울특별시 강서구 강서로5나길 72,126.844216219566,37.5285931179647,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0085,MA010120220800544174,세븐공항시장역점주,세븐일레븐,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 방화동로 58-1,서울특별시 강서구 방화동 609-29,서울특별시 강서구 방화동로 58-1,126.812265473464,37.5655235953949,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0086,MA010120220812409216,지에스25송정가온점,GS25,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로7길 27,서울특별시 강서구 공항동 22-4,서울특별시 강서구 공항대로7길 27,126.812804558776,37.5626863169061,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0087,MA010120220811511869,네이처애비뉴,기타/미분류,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙6로 21,서울특별시 강서구 마곡동 771-4,서울특별시 강서구 마곡중앙6로 21,126.82961663774,37.5608286951995,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0088,MA010120220810409298,신구멍가게24,기타/미분류,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 등촌로13길 19,서울특별시 강서구 화곡동 773-30,서울특별시 강서구 등촌로13길 19,126.862214320846,37.5354540814358,소매,종합 소매,편의점,기타 음ㆍ식료품 위주 종합 소매업
GS_CONV_0089,MA010120220804953138,씨유개화산아너스빌점,CU,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 양천로14가길 23,서울특별시 강서구 방화동 887,서울특별시 강서구 양천로14가길 23,126.808445445246,37.5721217473707,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0090,MA010120220813313466,지에스25마곡오드점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 강서로 429,서울특별시 강서구 마곡동 784-11,서울특별시 강서구 강서로 429,126.839513194733,37.5640050570669,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0091,MA010120220804865423,지에스25화곡,GS25,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로 47-6,서울특별시 강서구 화곡동 343-74,서울특별시 강서구 강서로 47-6,126.846041797022,37.5320823843892,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0092,MA010120220800093665,씨유화곡,CU,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로18바길 22,서울특별시 강서구 화곡동 155-7,서울특별시 강서구 강서로18바길 22,126.849710833508,37.5360425010229,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0093,MA010120220800863059,GS25화곡,GS25,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 곰달래로 88,서울특별시 강서구 화곡동 920-1,서울특별시 강서구 곰달래로 88,126.842651699978,37.530158785196,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0094,MA010120220800543764,세븐공항점주,세븐일레븐,서울특별시,강서구,공항동,공항동,서울특별시 강서구 방화대로6나길 1,서울특별시 강서구 공항동 1354-6,서울특별시 강서구 방화대로6나길 1,126.816818649547,37.5550521677064,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0095,MA010120220805327367,세븐일레븐화곡곰달래점,세븐일레븐,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 곰달래로50길 19,서울특별시 강서구 화곡동 841-26,서울특별시 강서구 곰달래로50길 19,126.858240511411,37.530791206379,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0096,MA010120220806564008,세븐화곡스타점,세븐일레븐,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 화곡로31길 85,서울특별시 강서구 화곡동 1031-3,서울특별시 강서구 화곡로31길 85,126.838695497448,37.5442811201815,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0097,MA010120220812475926,세븐일레븐S,세븐일레븐,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡로 148,서울특별시 강서구 화곡동 1074,서울특별시 강서구 화곡로 148,126.838341024377,37.540748720566,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0098,MA010120220812691405,씨유뉴화곡우리,CU,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로7길 107,서울특별시 강서구 화곡동 926-5,서울특별시 강서구 강서로7길 107,126.841930375781,37.528860380911,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0099,MA010120220811763674,지에스25강서화곡로점,GS25,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡로18길 31,서울특별시 강서구 화곡동 1086-3,서울특별시 강서구 화곡로18길 31,126.836093290203,37.5389346139577,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0100,MA010120220808370308,세븐일레븐강서등마루점,세븐일레븐,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 화곡로66길 122,서울특별시 강서구 등촌동 643-10,서울특별시 강서구 화곡로66길 122,126.859744196965,37.5554983895346,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0101,MA010120220800508025,예스플러스강서,기타/미분류,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 국회대로7길 6,서울특별시 강서구 화곡동 786-7,서울특별시 강서구 국회대로7길 6,126.860663225596,37.5299291288626,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0102,MA010120220814232466,지에스25가양글로벌점,GS25,서울특별시,강서구,가양3동,가양동,서울특별시 강서구 화곡로72길 62,서울특별시 강서구 가양동 448-14,서울특별시 강서구 화곡로72길 62,126.858818213548,37.5604167271166,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0103,MA010120220800543726,세븐발산점주,세븐일레븐,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 강서로47길 25,서울특별시 강서구 내발산동 699-19,서울특별시 강서구 강서로47길 25,126.834795754141,37.5526550076778,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0104,MA010120220803049095,지에스25화곡화원점,GS25,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 월정로30길 102,서울특별시 강서구 화곡동 352-5,서울특별시 강서구 월정로30길 102,126.841316494299,37.5355990399033,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0105,MA010120220806661373,GS25방화5단지점,GS25,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 287-19,서울특별시 강서구 방화동 814,서울특별시 강서구 금낭화로 287-19,126.810278709317,37.5768008638321,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0106,MA010120220812875498,세븐일레븐마곡롯데연구소점,세븐일레븐,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙로 201,서울특별시 강서구 마곡동 756,서울특별시 강서구 마곡중앙로 201,126.827736092323,37.5714126571226,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0107,MA010120220805083522,지에스25가양,GS25,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 양천로 418,서울특별시 강서구 등촌동 10-14,서울특별시 강서구 양천로 418,126.847763070949,37.564691729745,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0108,MA010120220807430247,지에스25개화,GS25,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 개화동로23길 35,서울특별시 강서구 방화동 646-101,서울특별시 강서구 개화동로23길 35,126.807667099881,37.5666604570298,소매,종합 소매,편의점,기타 음ㆍ식료품 위주 종합 소매업
GS_CONV_0109,MA010120220807084148,세븐일레븐강서화곡,세븐일레븐,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 까치산로17길 10,서울특별시 강서구 화곡동 976-9,서울특별시 강서구 까치산로17길 10,126.849256345782,37.5482324364715,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0110,MA010120220809877779,세븐발산신화점,세븐일레븐,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 강서로 360,서울특별시 강서구 내발산동 653,서울특별시 강서구 강서로 360,126.838394959143,37.5576965604941,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0111,MA010120220813481339,지에스25화곡들판점,GS25,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로 205,서울특별시 강서구 화곡동 862-11,서울특별시 강서구 곰달래로 205,126.855806653376,37.5315360903445,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0112,MA010120220804003272,씨유김포공항역점,CU,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 하늘길 77,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 77,126.801578126446,37.5621454060139,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0113,MA010120220805536268,세븐강서화곡진주점,세븐일레븐,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로36길 17,서울특별시 강서구 화곡동 856-1,서울특별시 강서구 곰달래로36길 17,126.853919605024,37.5303354404141,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0114,MA010120220805253438,씨유방화,CU,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 초원로 56,서울특별시 강서구 방화동 598-106,서울특별시 강서구 초원로 56,126.811558374241,37.5676398063815,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0115,MA010120220806786729,씨유수명산7단지점,CU,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 수명로2가길 22,서울특별시 강서구 내발산동 756,서울특별시 강서구 수명로2가길 22,126.821917682442,37.5476627818787,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0116,MA010120220806362872,세븐송정로점,세븐일레븐,서울특별시,강서구,공항동,공항동,서울특별시 강서구 송정로 60,서울특별시 강서구 공항동 53-58,서울특별시 강서구 송정로 60,126.810162507251,37.5601412911009,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0117,MA010120220800504017,씨유송정,CU,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로8길 17,서울특별시 강서구 공항동 34-50,서울특별시 강서구 공항대로8길 17,126.812380515924,37.5602709759498,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0118,MA010120220813821481,세븐일레븐등촌영일점,세븐일레븐,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로51가길 27,서울특별시 강서구 등촌동 511-10,서울특별시 강서구 등촌로51가길 27,126.862440724199,37.5477079330142,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0119,MA010120220813703619,지에스구립강서점,기타/미분류,서울특별시,강서구,가양2동,가양동,서울특별시 강서구 허준로 95-9,서울특별시 강서구 가양동 1472-1,서울특별시 강서구 허준로 95-9,126.851707901863,37.5674177561786,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0120,MA010120220812883587,이마트24등촌,이마트24,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로55길 50-7,서울특별시 강서구 등촌동 530-1,서울특별시 강서구 등촌로55길 50-7,126.860760891898,37.5504179679,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0121,MA010120220806709839,대영가스충전소,기타/미분류,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 양천로 242,서울특별시 강서구 마곡동 761-2,서울특별시 강서구 양천로 242,126.830982953018,37.572255274776,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0122,MA010120220812602974,지에스25마곡비즈점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙5로1길 20,서울특별시 강서구 마곡동 757-3,서울특별시 강서구 마곡중앙5로1길 20,126.826712345559,37.5686721360403,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0123,MA010120220809667960,코리아세븐강서화곡,세븐일레븐,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 까치산로17길 10,서울특별시 강서구 화곡동 976-9,서울특별시 강서구 까치산로17길 10,126.849256345782,37.5482324364715,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0124,MA010120220800515549,GS25화곡,GS25,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 화곡로44길 12,서울특별시 강서구 화곡동 24-36,서울특별시 강서구 화곡로44길 12,126.847186142437,37.5479054161971,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0125,MA010120220813565570,GS25강서LG사이언스점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙10로 70,서울특별시 강서구 마곡동 789,서울특별시 강서구 마곡중앙10로 70,126.834433244237,37.5630519972311,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0126,MA010120220801438193,이마트24등촌파밀리에점,이마트24,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 공항대로53가길 40,서울특별시 강서구 등촌동 643-54,서울특별시 강서구 공항대로53가길 40,126.858726370512,37.5551097473994,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0127,MA010120220800868670,씨유강서,CU,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 화곡로42길 15,서울특별시 강서구 화곡동 24-80,서울특별시 강서구 화곡로42길 15,126.846430769618,37.5465349191591,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0128,MA010120220811668177,씨유염창월드점,CU,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로59다길 122,서울특별시 강서구 염창동 272-12,서울특별시 강서구 공항대로59다길 122,126.869440037314,37.5507972925965,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0129,MA010120220800501554,GS25화곡성당점,GS25,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 강서로 132,서울특별시 강서구 화곡동 404-6,서울특별시 강서구 강서로 132,126.842599335652,37.5389254450109,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0130,MA010120220800498293,씨유강서오피스점,CU,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 354-5,서울특별시 강서구 화곡동 1110,서울특별시 강서구 화곡로 354-5,126.852615500055,37.5548770283883,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0131,MA010120220813128983,세븐마곡에스비점,세븐일레븐,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 강서로 385,서울특별시 강서구 마곡동 794-1,서울특별시 강서구 강서로 385,126.838299258447,37.5600840693644,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0132,MA010120220813084334,이마트24발산현대점,이마트24,서울특별시,강서구,발산1동,외발산동,서울특별시 강서구 남부순환로19길 81,서울특별시 강서구 외발산동 216-18,서울특별시 강서구 남부순환로19길 81,126.824295481433,37.5470626754837,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0133,MA010120220809682774,GS25발산,GS25,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 우장산로2길 21,서울특별시 강서구 내발산동 670-50,서울특별시 강서구 우장산로2길 21,126.837667776143,37.553794247399,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0134,MA010120220814278350,지에스25공항로,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 공항대로 382,서울특별시 강서구 화곡동 1145,서울특별시 강서구 공항대로 382,126.849556792007,37.5563958553466,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0135,MA010120220807570595,이마트24화곡본동점,이마트24,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 초록마을로10길 21,서울특별시 강서구 화곡동 56-308,서울특별시 강서구 초록마을로10길 21,126.849632254811,37.5413673074446,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0136,MA010120220813703648,세븐마곡홈앤쇼핑점,세븐일레븐,서울특별시,강서구,공항동,마곡동,서울특별시 강서구 공항대로 140,서울특별시 강서구 마곡동 746-1,서울특별시 강서구 공항대로 140,126.823248380239,37.5591975408206,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0137,MA010120220800497525,세븐일레븐까치산역점,세븐일레븐,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로 54,서울특별시 강서구 화곡동 662-5,서울특별시 강서구 강서로 54,126.846607743541,37.5319569807763,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0138,MA010120220808321852,씨유나눔방화점,CU,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 방화대로37길 15,서울특별시 강서구 방화동 796,서울특별시 강서구 방화대로37길 15,126.816046082631,37.5700795690654,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0139,MA010120220800494313,인더라인25,기타/미분류,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 양천로 470,서울특별시 강서구 등촌동 717,서울특별시 강서구 양천로 470,126.852488154611,37.5620668206943,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0140,MA010120220800496153,GS25강서,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로58길 8,서울특별시 강서구 화곡동 1117,서울특별시 강서구 화곡로58길 8,126.851204753795,37.5529110853308,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0141,MA010120220809954565,GS25마곡,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙로 76,서울특별시 강서구 마곡동 773,서울특별시 강서구 마곡중앙로 76,126.827501108791,37.5604111652286,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0142,MA010120220813132948,세븐일레븐신방화역점,세븐일레븐,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 방화대로 319,서울특별시 강서구 방화동 867,서울특별시 강서구 방화대로 319,126.816297147278,37.5692510452759,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0143,MA010120220811868641,지에스25화곡,GS25,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 화곡로42길 28,서울특별시 강서구 화곡동 24-108,서울특별시 강서구 화곡로42길 28,126.846918331873,37.5460580231916,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0144,MA010120220806841628,지에스GS25강서하늘점,GS25,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 양천로10길 38,서울특별시 강서구 방화동 904,서울특별시 강서구 양천로10길 38,126.80864074029,37.5710048316865,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0145,MA010120220800084693,씨유등촌원룸점,CU,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 화곡로68길 132,서울특별시 강서구 등촌동 636,서울특별시 강서구 화곡로68길 132,126.860749492745,37.5565447357923,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0146,MA010120220807336004,GS25화곡한나점,GS25,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로5나길 21,서울특별시 강서구 화곡동 906-1,서울특별시 강서구 강서로5나길 21,126.847112831084,37.5283896730569,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0147,MA010120220813705139,세븐일레븐마곡로뎀점,세븐일레븐,서울특별시,강서구,발산1동,마곡동,서울특별시 강서구 공항대로 186,서울특별시 강서구 마곡동 799-1,서울특별시 강서구 공항대로 186,126.827990808378,37.5590964256157,소매,종합 소매,편의점,체인화 편의점
